,Parent,ProvidesBoundaries,ConnectedTo,Wrapping at Ends,Tag,HasOpenings,Phase Created,Base Constraint,AccessibilityPerformance,Top Extension Distance,Top is Attached,ContainedInStructure,ObjectPlacement,Representation,Reference,Wrapping at Inserts,ObjectType,Size,HasAssociations,IsDefinedBy,Manufacturer,Top Offset,GlobalId,OwnerHistory,Name,Description,InstallationDate,ODAUniqueID,WarrantyGuarantorLabor,Related to Mass,WarrantyDescription,LoadBearing,ExtendToStructure,ModelLabel,IsExternal,ProductionYear,Base Offset,Location Line,Base is Attached,Base Extension Distance,Finish,Top Constraint,Room Bounding,Unconnected Height,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,Structural Usage,Length,Volume,Width,Function,Coarse Scale Fill Color,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,AssetAccountingType,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Classification Description,Classification Code,ConnectedFrom,Rebar Cover - Other Faces,Rebar Cover - Exterior Face,Rebar Cover - Interior Face,Enable Analytical Model,Coarse Scale Fill Pattern,PredefinedType,Level,Height Offset From Level,Structural,Perimeter,Vertical Projection,Thickness,Default Thickness,Decomposes,OverallWidth,OverallHeight,Window Inset,FillsVoids,ConfigurationType,Height,Frame Exterior Material,Frame Interior Material,Sash,Type Mark,FireRating,Sill Height,Head Height,Mark,Glass Pane Material,Default Sill Height,ConstructionType,Wall Closure,Construction Type,OmniClass Number,OmniClass Title,GlazingAreaFraction,OperationType,Trim Exterior Material,Trim Interior Material,Sash Material,Moves With Nearby Elements,Frame Material,Trim Projection Ext,Trim Width,Door Material,Fire Rating,Trim Projection Int,IsFireExit,Stile Width - Latch,Rail Width - Top,Rail Width - Base,Stile Width - Hinge,TreadLength,NumberOfRiser,RiserHeight,NumberOfTreads,NosingLength,TreadLengthAtInnerSide,TreadLengthAtOffset,WalkingLineOffset,WaistThickness,Railing Height,Use Landing Height Adjustment,Rail Connections,Baluster Offset,Angled Joins,Landing Height Adjustment,Tangent Joins,TotalThickness,Start Extension,End Extension,End Fx,End Fy,End Fz,W,Start Release,Span,End Extension Calculation,Slope,End Release,Start Extension Calculation,Analyze As,Beam Material,Stick Symbol Location,Cut Length,Start Fx,Start Fy,Start Fz,Start Mx,Start My,Start Mz,End Mx,End My,End Mz,Rigid Links,Horizontal Projection,Reference Level,Work Plane,Start Level Offset,End Level Offset,z-Direction Justification,z-Direction Offset Value,Lateral Justification,Orientation,Cross-Section Rotation,A,bf,d,kr,k,tw,tf,Seat Material,Host,Top Material,Handle Material,Plinth Depth,Offset,Depth,Plinth Height,Sink Opening Depth,Sink Opening Width,Sink Location,Sink Location To Wall,Counter Thickness,Backsplash Visibility,Top Of Cabinet,Elevation,Panel Material,Mattress Material,Leg Material,InteriorOrExteriorSpace,OccupancyZoneName,LongName,ElevationWithFlooring,BoundedBy,CeilingCovering,Upper Limit,CompositionType,Number,OmniClass Table 13 Category,Category Description,GSA BIM Area,WallCovering,FloorCovering,Phase,Limit Offset,Unbounded Height,LoadCapacity,Category Code,CirculationZoneName,FireAlarmZoneName,LightingZoneName,HistoricPreservationZoneName,VentilationZoneName,RoomTag,Do Not Break At Inserts,Rebar Cover - Bottom Face,Foundation Thickness,Elevation at Bottom,Eccentricity,Rebar Cover - Top Face,Default End Extension Length
16411,B103,,,,161646,,New Construction,,AccessibilityPerformance,,,38352,16410,16404,Reference,,600mm Depth,Size,,"16461,16463,16465,16467,16469,38468,38604,38605,38606,38607,38608",Manufacturer,,2OBrcmyk58NupXoVOHUv3h,33,M_Counter Top:600mm Depth:600mm Depth:161646,,InstallationDate,16411,WarrantyGuarantorLabor,,WarrantyDescription,,,ModelLabel,,ProductionYear,,,,,Finish,,,,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,1.000000,,,,,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,,,,,,,,,,Level 1,,,,,,,,,,,,,0.900000,,,,,,,,,,,,,Construction Type,23.40.35.17.47.11,Kitchen Casework,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floor : 127mm Slab on Grade,,,,0.000000,0.625000,,,,,,0.040000,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16485,B103,,,,162230,,New Construction,,AccessibilityPerformance,,,38352,16484,16478,Reference,,1000mm,Size,,"16496,16498,16500,38464,38594,38595,38596,38597,38598",Manufacturer,,2OBrcmyk58NupXoVOHUvup,33,M_Base Cabinet-Double Door & 2 Drawer:1000mm:1000mm:162230,,InstallationDate,16485,WarrantyGuarantorLabor,,WarrantyDescription,,,ModelLabel,,ProductionYear,,,,,Finish,,,,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,1.000000,,,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,,,,,,,,,,Level 1,,,,,,,,,,,,,0.860000,,,,,,,,,,,,,Construction Type,23.40.35.17.47.11,Kitchen Casework,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floor : 127mm Slab on Grade,,Cabinets - Handles,0.035000,0.000000,0.600000,0.100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16531,B103,,,,162231,,New Construction,,AccessibilityPerformance,,,38352,16530,16524,Reference,,600mm Depth,Size,,"16544,16546,16548,16550,16552,38469,38604,38605,38606,38607,38608",Manufacturer,,2OBrcmyk58NupXoVOHUvuo,33,M_Counter Top:600mm Depth:600mm Depth:162231,,InstallationDate,16531,WarrantyGuarantorLabor,,WarrantyDescription,,,ModelLabel,,ProductionYear,,,,,Finish,,,,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,4.024000,,,,,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,,,,,,,,,,Level 1,,,,,,,,,,,,,0.900000,,,,,,,,,,,,,Construction Type,23.40.35.17.47.11,Kitchen Casework,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floor : 127mm Slab on Grade,,,,0.000000,0.625000,,,,,,0.040000,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16563,B103,,,,162311,,New Construction,,AccessibilityPerformance,,,38352,16562,16556,Reference,,1000mm,Size,,"16574,16576,16578,38464,38594,38595,38596,38597,38598",Manufacturer,,2OBrcmyk58NupXoVOHUvs2,33,M_Base Cabinet-Double Door & 2 Drawer:1000mm:1000mm:162311,,InstallationDate,16563,WarrantyGuarantorLabor,,WarrantyDescription,,,ModelLabel,,ProductionYear,,,,,Finish,,,,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,1.000000,,,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,,,,,,,,,,Level 1,,,,,,,,,,,,,0.860000,,,,,,,,,,,,,Construction Type,23.40.35.17.47.11,Kitchen Casework,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floor : 127mm Slab on Grade,,Cabinets - Handles,0.035000,0.000000,0.600000,0.100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16589,B103,,,,162357,,New Construction,,AccessibilityPerformance,,,38352,16588,16582,Reference,,1000mm,Size,,"16600,16602,16604,38464,38594,38595,38596,38597,38598",Manufacturer,,2OBrcmyk58NupXoVOHUvsm,33,M_Base Cabinet-Double Door & 2 Drawer:1000mm:1000mm:162357,,InstallationDate,16589,WarrantyGuarantorLabor,,WarrantyDescription,,,ModelLabel,,ProductionYear,,,,,Finish,,,,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,1.000000,,,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,,,,,,,,,,Level 1,,,,,,,,,,,,,0.860000,,,,,,,,,,,,,Construction Type,23.40.35.17.47.11,Kitchen Casework,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floor : 127mm Slab on Grade,,Cabinets - Handles,0.035000,0.000000,0.600000,0.100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16615,B103,,,,162383,,New Construction,,AccessibilityPerformance,,,38352,16614,16608,Reference,,1000mm,Size,,"16626,16628,16630,38464,38594,38595,38596,38597,38598",Manufacturer,,2OBrcmyk58NupXoVOHUvtA,33,M_Base Cabinet-Double Door & 2 Drawer:1000mm:1000mm:162383,,InstallationDate,16615,WarrantyGuarantorLabor,,WarrantyDescription,,,ModelLabel,,ProductionYear,,,,,Finish,,,,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,1.000000,,,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,,,,,,,,,,Level 1,,,,,,,,,,,,,0.860000,,,,,,,,,,,,,Construction Type,23.40.35.17.47.11,Kitchen Casework,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floor : 127mm Slab on Grade,,Cabinets - Handles,0.035000,0.000000,0.600000,0.100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31313,B103,,,,192153,,New Construction,,AccessibilityPerformance,,,38352,31312,31306,Reference,,1000 mm,Size,,"31324,31326,31328,38478,38619,38620,38621,38622,38623",Manufacturer,,0iEHWY1$XA8eQeeULq4jJA,33,M_Upper Cabinet-Double Door-Wall:1000 mm:1000 mm:192153,,InstallationDate,31313,WarrantyGuarantorLabor,,WarrantyDescription,,,ModelLabel,,ProductionYear,,,,,Finish,,,,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,1.000000,,,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,,,,,,,,,,Level 1,,,,,,,,,,,,,0.600000,,,,,,,,,,,,,Construction Type,23.40.35.17.47.11,Kitchen Casework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabinets - Handles,,,0.300000,,,,,,,,2.000000,1.400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31342,B103,,,,192331,,New Construction,,AccessibilityPerformance,,,38352,31341,31335,Reference,,1000 mm,Size,,"31353,31355,31357,38479,38619,38620,38621,38622,38623",Manufacturer,,0iEHWY1$XA8eQeeULq4jKO,33,M_Upper Cabinet-Double Door-Wall:1000 mm:1000 mm:192331,,InstallationDate,31342,WarrantyGuarantorLabor,,WarrantyDescription,,,ModelLabel,,ProductionYear,,,,,Finish,,,,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,1.000000,,,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,,,,,,,,,,Level 1,,,,,,,,,,,,,0.600000,,,,,,,,,,,,,Construction Type,23.40.35.17.47.11,Kitchen Casework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabinets - Handles,,,0.300000,,,,,,,,2.000000,1.400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31371,B103,,,,192508,,New Construction,,AccessibilityPerformance,,,38352,31370,31364,Reference,,1000 mm,Size,,"31382,31384,31386,38479,38619,38620,38621,38622,38623",Manufacturer,,0iEHWY1$XA8eQeeULq4jMl,33,M_Upper Cabinet-Double Door-Wall:1000 mm:1000 mm:192508,,InstallationDate,31371,WarrantyGuarantorLabor,,WarrantyDescription,,,ModelLabel,,ProductionYear,,,,,Finish,,,,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,1.000000,,,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,,,,,,,,,,Level 1,,,,,,,,,,,,,0.600000,,,,,,,,,,,,,Construction Type,23.40.35.17.47.11,Kitchen Casework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabinets - Handles,,,0.300000,,,,,,,,2.000000,1.400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31400,B103,,,,192610,,New Construction,,AccessibilityPerformance,,,38352,31399,31393,Reference,,1000mm,Size,,"31411,31413,31415,38480,38609,38610,38611,38612,38613",Manufacturer,,0iEHWY1$XA8eQeeULq4ien,33,M_Upper Cabinet-Double Door-Wall:1000mm:1000mm:192610,,InstallationDate,31400,WarrantyGuarantorLabor,,WarrantyDescription,,,ModelLabel,,ProductionYear,,,,,Finish,,,,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,1.000000,,,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,,,,,,,,,,Level 1,,,,,,,,,,,,,0.600000,,,,,,,,,,,,,Construction Type,23.40.35.17.47.11,Kitchen Casework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabinets - Handles,,,0.300000,,,,,,,,2.000000,1.400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36125,A204,,,,205264,,New Construction,,AccessibilityPerformance,,,38348,36124,36118,Reference,,650 x 450 mm,Size,,"36136,36138,36140,38483,38663,38664,38665,38666,38667",Manufacturer,,2gRXFgjRn2HPE$YoDLX0rb,33,M_Vanity Cabinet-Double Door Sink Unit:650 x 450 mm:650 x 450 mm:205264,,InstallationDate,36125,WarrantyGuarantorLabor,,WarrantyDescription,,,ModelLabel,,ProductionYear,,,,,Finish,,,,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,0.650000,,,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,,,,,,,,,,Level 2,,,,,,,,,,,,,0.820000,,,,,,,,,,,,,Construction Type,23.40.35.17.47.14,Bathroom Casework,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floor : Finish Floor - Ceramic Tile,,Cabinets - Handles,0.035000,0.000000,0.450000,0.100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36151,A204,,,,205265,,New Construction,,AccessibilityPerformance,,,38348,36150,36144,Reference,,650 x 450 mm,Size,,"36162,36164,36166,38483,38663,38664,38665,38666,38667",Manufacturer,,2gRXFgjRn2HPE$YoDLX0ra,33,M_Vanity Cabinet-Double Door Sink Unit:650 x 450 mm:650 x 450 mm:205265,,InstallationDate,36151,WarrantyGuarantorLabor,,WarrantyDescription,,,ModelLabel,,ProductionYear,,,,,Finish,,,,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,0.650000,,,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,,,,,,,,,,Level 2,,,,,,,,,,,,,0.820000,,,,,,,,,,,,,Construction Type,23.40.35.17.47.14,Bathroom Casework,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floor : Finish Floor - Ceramic Tile,,Cabinets - Handles,0.035000,0.000000,0.450000,0.100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13331,A203,,,,157950,13341,New Construction,,AccessibilityPerformance,,,38349,13330,13324,Reference,,800 mm,Size,,"13352,13354,13356,38458,38614,38615,38616,38617,38618",Manufacturer,,0wkEuT1wr1kOyafLY4vy3H,33,M_Tall Cabinet-Single Door(2):800 mm:800 mm:157950,,InstallationDate,13331,WarrantyGuarantorLabor,,WarrantyDescription,,,ModelLabel,,ProductionYear,,,,,Finish,,,,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,0.800000,,,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,,,,,,,,,,Level 2,,,,,,,,,,,,,2.000000,,,,,,,,,,,,,Construction Type,23.40.35.17.47.11,Kitchen Casework,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floor : Residential - Wood Joist with Subflooring,,Cabinets - Handles,0.035000,0.000000,0.520000,0.160000,,,,,,,,,Cabinets - Panel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13685,A203,,,,157951,13695,New Construction,,AccessibilityPerformance,,,38349,13684,13678,Reference,,800 mm,Size,,"13706,13708,13710,38459,38614,38615,38616,38617,38618",Manufacturer,,0wkEuT1wr1kOyafLY4vy3G,33,M_Tall Cabinet-Single Door(2):800 mm:800 mm:157951,,InstallationDate,13685,WarrantyGuarantorLabor,,WarrantyDescription,,,ModelLabel,,ProductionYear,,,,,Finish,,,,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,0.800000,,,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,,,,,,,,,,Level 2,,,,,,,,,,,,,2.000000,,,,,,,,,,,,,Construction Type,23.40.35.17.47.11,Kitchen Casework,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floor : Residential - Wood Joist with Subflooring,,Cabinets - Handles,0.035000,0.000000,0.520000,0.160000,,,,,,,,,Cabinets - Panel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20755,A203,,,,169008,,New Construction,,AccessibilityPerformance,,,38349,20754,20748,Reference,,1525 x 2007mm - Queen,Size,,"20766,20768,20770,38474,38624,38625,38626,38627",Manufacturer,,2OBrcmyk58NupXoVOHUtEr,33,M_Bed-Standard:1525 x 2007mm - Queen:1525 x 2007mm - Queen:169008,,InstallationDate,20755,WarrantyGuarantorLabor,,WarrantyDescription,,,ModelLabel,,ProductionYear,,,,,Finish,,,,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,2.007000,,1.525000,,,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,NONFIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,,,,,,,,,,Level 2,,,,,,,,,,,,,,,,,,,,,,,,,,,23.40.20.17.14.11,Beds,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floor : Residential - Wood Joist with Subflooring,,,,,,,,,,,,,,,,Textile - White,Metal - Chrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36584,A203,,,,206876,,New Construction,,AccessibilityPerformance,,,38349,36583,36577,Reference,,0610 x 0610 x 0610mm,Size,,"36595,36597,36599,38472,38636,38637,38638,38639",Manufacturer,,2kvhekJrnDjRw0CDkKW$fQ,33,M_Table-Coffee:0610 x 0610 x 0610mm:0610 x 0610 x 0610mm:206876,,InstallationDate,36584,WarrantyGuarantorLabor,,WarrantyDescription,,,ModelLabel,,ProductionYear,,,,,Finish,,,,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,0.610000,,0.610000,,,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,NONFIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,,,,,,,,,,Level 2,,,,,,,,,,,,,0.610000,,,,,,,,,,,,,,23.40.20.14.17.24,Coffee Tables,,,,,,F,Wood - Teak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floor : Finish Floor - Wood,Metal - Chrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14040,A202,,,,157983,14050,New Construction,,AccessibilityPerformance,,,38350,14039,14033,Reference,,800 mm,Size,,"14061,14063,14065,38460,38614,38615,38616,38617,38618",Manufacturer,,0wkEuT1wr1kOyafLY4vy4m,33,M_Tall Cabinet-Single Door(2):800 mm:800 mm:157983,,InstallationDate,14040,WarrantyGuarantorLabor,,WarrantyDescription,,,ModelLabel,,ProductionYear,,,,,Finish,,,,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,0.800000,,,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,,,,,,,,,,Level 2,,,,,,,,,,,,,2.000000,,,,,,,,,,,,,Construction Type,23.40.35.17.47.11,Kitchen Casework,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floor : Residential - Wood Joist with Subflooring,,Cabinets - Handles,0.035000,0.000000,0.520000,0.160000,,,,,,,,,Cabinets - Panel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14394,A202,,,,157984,14404,New Construction,,AccessibilityPerformance,,,38350,14393,14387,Reference,,800 mm,Size,,"14415,14417,14419,38461,38614,38615,38616,38617,38618",Manufacturer,,0wkEuT1wr1kOyafLY4vy4F,33,M_Tall Cabinet-Single Door(2):800 mm:800 mm:157984,,InstallationDate,14394,WarrantyGuarantorLabor,,WarrantyDescription,,,ModelLabel,,ProductionYear,,,,,Finish,,,,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,0.800000,,,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,,,,,,,,,,Level 2,,,,,,,,,,,,,2.000000,,,,,,,,,,,,,Construction Type,23.40.35.17.47.11,Kitchen Casework,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floor : Residential - Wood Joist with Subflooring,,Cabinets - Handles,0.035000,0.000000,0.520000,0.160000,,,,,,,,,Cabinets - Panel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20657,A202,,,,168717,,New Construction,,AccessibilityPerformance,,,38350,20656,20650,Reference,,1981 x 2032mm - King,Size,,"20704,20706,20708,38475,38628,38629,38630,38631",Manufacturer,,2OBrcmyk58NupXoVOHUtI8,33,M_Bed-Standard:1981 x 2032mm - King:1981 x 2032mm - King:168717,,InstallationDate,20657,WarrantyGuarantorLabor,,WarrantyDescription,,,ModelLabel,,ProductionYear,,,,,Finish,,,,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,2.032000,,1.981000,,,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,NONFIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,,,,,,,,,,Level 2,,,,,,,,,,,,,,,,,,,,,,,,,,,23.40.20.17.14.11,Beds,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floor : Residential - Wood Joist with Subflooring,,,,,,,,,,,,,,,,Textile - White,Metal - Chrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
