,Parent,ProvidesBoundaries,ConnectedTo,Wrapping at Ends,Tag,HasOpenings,Phase Created,Base Constraint,Top Extension Distance,Top is Attached,ContainedInStructure,ObjectPlacement,Representation,Reference,Wrapping at Inserts,ObjectType,Size,HasAssociations,IsDefinedBy,Manufacturer,Top Offset,GlobalId,OwnerHistory,Name,Description,InstallationDate,ODAUniqueID,WarrantyGuarantorLabor,Related to Mass,ModelLabel,IsExternal,WarrantyDescription,LoadBearing,ExtendToStructure,ProductionYear,Base Offset,Base is Attached,Unconnected Height,Room Bounding,Base Extension Distance,Top Constraint,Finish,Location Line,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,Structural Usage,Length,Volume,Function,Width,Coarse Scale Fill Color,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,AssetAccountingType,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,Classification Code,Classification Description,ConnectedFrom,FireRating,Coarse Scale Fill Pattern,Fire Rating,Center Mark Visible,Position,Corner Mullion,Angle,Decomposes,Width on side 2,Width on side 1,Thickness,Offset,Profile,Radius,Height,Construction Type,OverallWidth,OverallHeight,Trim Projection Ext,FillsVoids,Level,Trim Width,Door Material,Type Mark,Sill Height,Head Height,Mark,OmniClass Number,Trim Projection Int,Wall Closure,Frame Material,OmniClass Title,GlazingAreaFraction,OperationType,IsFireExit,Glazing Material,Pipe Radius,PredefinedType,Railing Height,Use Landing Height Adjustment,Rail Connections,Baluster Offset,Angled Joins,Landing Height Adjustment,Tangent Joins,Base Level,TreadLength,NumberOfRiser,RiserHeight,NumberOfTreads,TreadLengthAtInnerSide,TreadLengthAtOffset,WalkingLineOffset,WaistThickness,Window Inset,Frame Exterior Material,Frame Interior Material,Sash,Glass Pane Material,Default Sill Height,ConfigurationType,TotalThickness,Height Offset From Level,Perimeter,Cabinet Material,Elevation,Depth,Mounting Height,ADA Compliant,Type Comments,Model,Copyright,Technical Data,Material and Finish,Industry Standards,Version,Complies To Buy American Act,Warranty Information,Material Note,Schedule Level,Host,Assembly Code,Assembly Description,URL,Complies to NAFTA,Percentage of Recycled Content,Diameter,Overall Length,Instructions,Default Elevation,Triton Color Palette,Revisions Date,MasterFormat Title,Ivory,Revit Family Created by,Special Color,Radius Seat,Radius Frame,White,Series,MasterFormat Number,Architectural Design Manual,LEED,Depth of which projects,Void Width,Void Depth,Void Height,Moves With Nearby Elements,Cab Width,Cab Location,Pit Depth,Door Opening,Cab Height,Cab Depth,InteriorOrExteriorSpace,OccupancyZoneName,LongName,ElevationWithFlooring,BoundedBy,Upper Limit,CompositionType,Number,OmniClass Table 13 Category,Category Description,GSA BIM Area,Phase,Limit Offset,Unbounded Height,RoomTag,CirculationZoneName,FireAlarmZoneName,LightingZoneName,HistoricPreservationZoneName,VentilationZoneName,Category Code,Backsplash Visibility,Counter Thickness,Sink Opening Width,Sink Opening Depth,Sink Location,Sink Location To Wall,Handle Material,Plinth Depth,Plinth Height,Top Of Cabinet,Length - Leg 1,Length - Leg 2
3695,1D14,,,,446621,,New Construction,,,,208938,125870,134282,Reference,,Semi-Recessed,Size,,"203985,203986,203987,203988,209165,209166,209167,209168,209169",Manufacturer,,1DK25N9_HAXeOalNKVei6e,1,M_Towel Dispensers - receptical:Semi-Recessed:Semi-Recessed:446621,,InstallationDate,3695,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,,0.330200,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,,,,,,,,,,,,,,,,,,1.397000,,,,,,,,,,,,82,23.40.20.21.17,,,,"Paper Towel Dispensers, Disposal Units",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.219200,0.152400,,,,,,,,,,,,,First Floor,Basic Wall : Interior - Partition (92mm Stud),,,,,,,,,1.219200,,,,,,,,,,,,,,0.063500,0.298450,0.088900,1.362075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4338,1D14,,,,437997,,New Construction,,,,208938,125840,134255,Reference,,Mirror 600mm x 900mm,Size,,"203859,203860,203861,203862,209100,209163,209164",Manufacturer,,197mqEVor8ZRDjVbXCpoIZ,1,M_Mirror:Mirror 600mm x 900mm:Mirror 600mm x 900mm:437997,,InstallationDate,4338,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,,0.600000,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,,,,,,,,,,,,,,,,,,0.900000,,,,,,First Floor,,,,,,58,23.40.20.21,,,,Toilet and Bath Specialties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.915000,,1.000000,,,,,,,,,,,,,,C1030200,Bath & Toilet Accessories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,1B05,,,,432957,,New Construction,,,,208948,125817,119884,Reference,,8370-001300,Size,,"203767,203768,203769,203770,209136,209156,209157,209158,209159,209160,209161,209162",Bradley Corporation,,3Ftw9Fm$X4cRgPiOBJfyAv,1,M_Grab Bars:8370-001300:8370-001300:432957,,InstallationDate,2045,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,0.762000,,,,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,AssetAccountingType,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,35,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.915000,,,Yes,All grab bar configurations are specified using centerline to centerline dimensions.,8370-001300,This Model Data is Property of Bradley Corporation,http://www.bradleycorp.com/products/techdata/8825.pdf,Bradley Corp Stainless Steel - Satin,"ANSI Standard A117.1, ADA, ABA, ADAAG, UFAS",1.0,Yes,"Complete unit, one (1) year","FLANGES - 11 GA., TUBING - 18 GA.",First Floor,Basic Wall : Interior - Furring (152 mm Stud),C1030200,Bath & Toilet Accessories,www.bradleycorp.com,Yes,51.610000,0.031750,0.841375,This is a face mounted fixture.,0.838200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,1B05,,,,433434,,New Construction,,,,208948,125820,119887,Reference,,8370-001420,Size,,"203779,203780,203781,203782,209135,209149,209150,209151,209152,209153,209154,209155",Bradley Corporation,,3Ftw9Fm$X4cRgPiOBJfyIU,1,M_Grab Bars:8370-001420:8370-001420:433434,,InstallationDate,2048,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,1.066800,,,,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,AssetAccountingType,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalHeight,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,38,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.915000,,,Yes,All grab bar configurations are specified using centerline to centerline dimensions.,8370-001420,This Model Data is Property of Bradley Corporation,http://www.bradleycorp.com/products/techdata/8825.pdf,Bradley Corp Stainless Steel - Satin,"ANSI Standard A117.1, ADA, ABA, ADAAG, UFAS",1.0,Yes,"Complete unit, one (1) year","FLANGES - 11 GA., TUBING - 18 GA.",First Floor,Basic Wall : Interior - Partition (92mm Stud),C1030200,Bath & Toilet Accessories,www.bradleycorp.com,Yes,54.990000,0.031750,1.146175,This is a face mounted fixture.,0.838200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3701,1B05,,,,448627,,New Construction,,,,208948,125876,134288,Reference,,Semi-Recessed,Size,,"204009,204010,204011,204012,209165,209166,209167,209168,209169",Manufacturer,,1DK25N9_HAXeOalNKVeib6,1,M_Towel Dispensers - receptical:Semi-Recessed:Semi-Recessed:448627,,InstallationDate,3701,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,,0.330200,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,,,,,,,,,,,,,,,,,,1.397000,,,,,,,,,,,,88,23.40.20.21.17,,,,"Paper Towel Dispensers, Disposal Units",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.219200,0.152400,,,,,,,,,,,,,First Floor,Basic Wall : Interior - Partition (92mm Stud),,,,,,,,,1.219200,,,,,,,,,,,,,,0.063500,0.298450,0.088900,1.362075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4344,1B05,,,,438697,,New Construction,,,,208948,125846,134261,Reference,,Mirror 600mm x 900mm,Size,,"203883,203884,203885,203886,209100,209163,209164",Manufacturer,,197mqEVor8ZRDjVbXCppld,1,M_Mirror:Mirror 600mm x 900mm:Mirror 600mm x 900mm:438697,,InstallationDate,4344,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,,0.600000,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,,,,,,,,,,,,,,,,,,0.900000,,,,,,First Floor,,,,,,64,23.40.20.21,,,,Toilet and Bath Specialties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.915000,,1.000000,,,,,,,,,,,,,,C1030200,Bath & Toilet Accessories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,1E09,,,,432601,,New Construction,,,,208942,125813,119880,Reference,,8370-001420,Size,,"203751,203752,203753,203754,209135,209149,209150,209151,209152,209153,209154,209155",Bradley Corporation,,3Ftw9Fm$X4cRgPiOBJfy1T,1,M_Grab Bars:8370-001420:8370-001420:432601,,InstallationDate,2041,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,1.066800,,,,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,AssetAccountingType,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalHeight,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,31,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.915000,,,Yes,All grab bar configurations are specified using centerline to centerline dimensions.,8370-001420,This Model Data is Property of Bradley Corporation,http://www.bradleycorp.com/products/techdata/8825.pdf,Bradley Corp Stainless Steel - Satin,"ANSI Standard A117.1, ADA, ABA, ADAAG, UFAS",1.0,Yes,"Complete unit, one (1) year","FLANGES - 11 GA., TUBING - 18 GA.",First Floor,Basic Wall : Interior - Partition (92mm Stud),C1030200,Bath & Toilet Accessories,www.bradleycorp.com,Yes,54.990000,0.031750,1.146175,This is a face mounted fixture.,0.838200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,1E09,,,,432803,,New Construction,,,,208942,125815,119882,Reference,,8370-001300,Size,,"203759,203760,203761,203762,209136,209156,209157,209158,209159,209160,209161,209162",Bradley Corporation,,3Ftw9Fm$X4cRgPiOBJfyCd,1,M_Grab Bars:8370-001300:8370-001300:432803,,InstallationDate,2043,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,0.762000,,,,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,AssetAccountingType,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,33,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.915000,,,Yes,All grab bar configurations are specified using centerline to centerline dimensions.,8370-001300,This Model Data is Property of Bradley Corporation,http://www.bradleycorp.com/products/techdata/8825.pdf,Bradley Corp Stainless Steel - Satin,"ANSI Standard A117.1, ADA, ABA, ADAAG, UFAS",1.0,Yes,"Complete unit, one (1) year","FLANGES - 11 GA., TUBING - 18 GA.",First Floor,Basic Wall : Interior - Furring (152 mm Stud),C1030200,Bath & Toilet Accessories,www.bradleycorp.com,Yes,51.610000,0.031750,0.841375,This is a face mounted fixture.,0.838200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3704,1E09,,,,449231,,New Construction,,,,208942,125879,134291,Reference,,Semi-Recessed,Size,,"204021,204022,204023,204024,209165,209166,209167,209168,209169",Manufacturer,,1DK25N9_HAXeOalNKVeilw,1,M_Towel Dispensers - receptical:Semi-Recessed:Semi-Recessed:449231,,InstallationDate,3704,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,,0.330200,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,,,,,,,,,,,,,,,,,,1.397000,,,,,,,,,,,,91,23.40.20.21.17,,,,"Paper Towel Dispensers, Disposal Units",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.219200,0.152400,,,,,,,,,,,,,First Floor,Basic Wall : Interior - Furring (152 mm Stud),,,,,,,,,1.219200,,,,,,,,,,,,,,0.063500,0.298450,0.088900,1.362075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4346,1E09,,,,438815,,New Construction,,,,208942,125848,134263,Reference,,Mirror 600mm x 900mm,Size,,"203891,203892,203893,203894,209100,209163,209164",Manufacturer,,197mqEVor8ZRDjVbXCppXH,1,M_Mirror:Mirror 600mm x 900mm:Mirror 600mm x 900mm:438815,,InstallationDate,4346,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,,0.600000,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,,,,,,,,,,,,,,,,,,0.900000,,,,,,First Floor,,,,,,66,23.40.20.21,,,,Toilet and Bath Specialties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.915000,,1.000000,,,,,,,,,,,,,,C1030200,Bath & Toilet Accessories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,1D26,,,,431750,,New Construction,,,,208939,125808,119875,Reference,,8370-001420,Size,,"203731,203732,203733,203734,209135,209149,209150,209151,209152,209153,209154,209155",Bradley Corporation,,3Ftw9Fm$X4cRgPiOBJfyy2,1,M_Grab Bars:8370-001420:8370-001420:431750,,InstallationDate,2036,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,1.066800,,,,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,AssetAccountingType,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalHeight,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,26,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.915000,,,Yes,All grab bar configurations are specified using centerline to centerline dimensions.,8370-001420,This Model Data is Property of Bradley Corporation,http://www.bradleycorp.com/products/techdata/8825.pdf,Bradley Corp Stainless Steel - Satin,"ANSI Standard A117.1, ADA, ABA, ADAAG, UFAS",1.0,Yes,"Complete unit, one (1) year","FLANGES - 11 GA., TUBING - 18 GA.",First Floor,Basic Wall : Interior - Partition (92mm Stud),C1030200,Bath & Toilet Accessories,www.bradleycorp.com,Yes,54.990000,0.031750,1.146175,This is a face mounted fixture.,0.838200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,1D26,,,,431863,,New Construction,,,,208939,125809,119876,Reference,,8370-001300,Size,,"203735,203736,203737,203738,209136,209156,209157,209158,209159,209160,209161,209162",Bradley Corporation,,3Ftw9Fm$X4cRgPiOBJfyzp,1,M_Grab Bars:8370-001300:8370-001300:431863,,InstallationDate,2037,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,0.762000,,,,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,AssetAccountingType,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,27,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.915000,,,Yes,All grab bar configurations are specified using centerline to centerline dimensions.,8370-001300,This Model Data is Property of Bradley Corporation,http://www.bradleycorp.com/products/techdata/8825.pdf,Bradley Corp Stainless Steel - Satin,"ANSI Standard A117.1, ADA, ABA, ADAAG, UFAS",1.0,Yes,"Complete unit, one (1) year","FLANGES - 11 GA., TUBING - 18 GA.",First Floor,Basic Wall : Interior - Plumbing (152mm Stud),C1030200,Bath & Toilet Accessories,www.bradleycorp.com,Yes,51.610000,0.031750,0.841375,This is a face mounted fixture.,0.838200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3706,1D26,,,,449421,,New Construction,,,,208939,125881,134293,Reference,,Semi-Recessed,Size,,"204029,204030,204031,204032,209165,209166,209167,209168,209169",Manufacturer,,1DK25N9_HAXeOalNKVeigu,1,M_Towel Dispensers - receptical:Semi-Recessed:Semi-Recessed:449421,,InstallationDate,3706,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,,0.330200,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,,,,,,,,,,,,,,,,,,1.397000,,,,,,,,,,,,93,23.40.20.21.17,,,,"Paper Towel Dispensers, Disposal Units",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.219200,0.152400,,,,,,,,,,,,,First Floor,Basic Wall : Interior - Plumbing (152mm Stud),,,,,,,,,1.219200,,,,,,,,,,,,,,0.063500,0.298450,0.088900,1.362075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4357,1D26,,,,449908,,New Construction,,,,208939,125882,134294,Reference,,Mirror 600mm x 900mm,Size,,"204033,204034,204035,204036,209063,209163,209164",Manufacturer,,1DK25N9_HAXeOalNKVein1,1,M_Mirror:Mirror 600mm x 900mm:Mirror 600mm x 900mm:449908,,InstallationDate,4357,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,,0.600000,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,,,,,,,,,,,,,,,,,,0.900000,,,,,,First Floor,,,,,,94,23.40.20.21,,,,Toilet and Bath Specialties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000,,1.000000,,,,,,,,,,,,,,C1030200,Bath & Toilet Accessories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,1D04,,,,430518,,New Construction,,,,208935,125800,119867,Reference,,8370-001300,Size,,"203699,203700,203701,203702,209136,209156,209157,209158,209159,209160,209161,209162",Bradley Corporation,,3Ftw9Fm$X4cRgPiOBJfyWo,1,M_Grab Bars:8370-001300:8370-001300:430518,,InstallationDate,2028,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,0.762000,,,,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,AssetAccountingType,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,18,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.915000,,,Yes,All grab bar configurations are specified using centerline to centerline dimensions.,8370-001300,This Model Data is Property of Bradley Corporation,http://www.bradleycorp.com/products/techdata/8825.pdf,Bradley Corp Stainless Steel - Satin,"ANSI Standard A117.1, ADA, ABA, ADAAG, UFAS",1.0,Yes,"Complete unit, one (1) year","FLANGES - 11 GA., TUBING - 18 GA.",First Floor,Basic Wall : Interior - Plumbing (152mm Stud),C1030200,Bath & Toilet Accessories,www.bradleycorp.com,Yes,51.610000,0.031750,0.841375,This is a face mounted fixture.,0.838200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,1D04,,,,430573,,New Construction,,,,208935,125801,119868,Reference,,8370-001420,Size,,"203703,203704,203705,203706,209135,209149,209150,209151,209152,209153,209154,209155",Bradley Corporation,,3Ftw9Fm$X4cRgPiOBJfyXf,1,M_Grab Bars:8370-001420:8370-001420:430573,,InstallationDate,2029,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,1.066800,,,,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,AssetAccountingType,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalHeight,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,19,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.915000,,,Yes,All grab bar configurations are specified using centerline to centerline dimensions.,8370-001420,This Model Data is Property of Bradley Corporation,http://www.bradleycorp.com/products/techdata/8825.pdf,Bradley Corp Stainless Steel - Satin,"ANSI Standard A117.1, ADA, ABA, ADAAG, UFAS",1.0,Yes,"Complete unit, one (1) year","FLANGES - 11 GA., TUBING - 18 GA.",First Floor,Basic Wall : Interior - Furring (38 mm Stud),C1030200,Bath & Toilet Accessories,www.bradleycorp.com,Yes,54.990000,0.031750,1.146175,This is a face mounted fixture.,0.838200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3696,1D04,,,,446729,,New Construction,,,,208935,125871,134283,Reference,,Semi-Recessed,Size,,"203989,203990,203991,203992,209165,209166,209167,209168,209169",Manufacturer,,1DK25N9_HAXeOalNKVei0y,1,M_Towel Dispensers - receptical:Semi-Recessed:Semi-Recessed:446729,,InstallationDate,3696,WarrantyGuarantorLabor,,ModelLabel,,WarrantyDescription,,,ProductionYear,,,,,,,Finish,,,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,,0.330200,,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,,,,,,,,,,,,,,,,,,1.397000,,,,,,,,,,,,83,23.40.20.21.17,,,,"Paper Towel Dispensers, Disposal Units",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.219200,0.152400,,,,,,,,,,,,,First Floor,Basic Wall : Interior - Partition (92mm Stud),,,,,,,,,1.219200,,,,,,,,,,,,,,0.063500,0.298450,0.088900,1.362075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
