,Design Option,Category,Family,Type,Additional Offset,Layout Rule,Host Category,Family and Type,Summary,Type Id,Alternating Bar - End Hook Orientation,Alternating Bar - End Hook Type,Alternating Bar - Hook Orientation,Alternating Bar - Length,Alternating Bar - Offset,Alternating Bar - Start Hook Type,Alternating Bar - Type,Alternating Bars,Bar Spacing,Face,Number Of Bars,Primary Bar - End Hook Orientation,Primary Bar - End Hook Type,Primary Bar - Hook Orientation,Primary Bar - Length,Primary Bar - Start Hook Type,Primary Bar - Type,Phase Created,Phase Demolished,Reinforcement Volume,Type Name,Family Name,Additional Exterior Cover Offset,Additional Interior Cover Offset,Bottom/Interior Major,Bottom/Interior Major (Brief),Bottom/Interior Minor,Bottom/Interior Minor (Brief),Layer Summary,Layer Summary (Brief),"Major, Both Faces","Major, Both Faces (Brief)","Minor, Both Faces","Minor, Both Faces (Brief)",Top/Exterior Major,Top/Exterior Major (Brief),Top/Exterior Minor,Top/Exterior Minor (Brief),Bottom Major and Minor Layers Match,Bottom/Interior Major Bar Type,Bottom/Interior Major Direction,Bottom/Interior Major Number Of Lines,Bottom/Interior Major Spacing,Bottom/Interior Minor Bar Type,Bottom/Interior Minor Direction,Bottom/Interior Minor Number Of Lines,Bottom/Interior Minor Spacing,Exterior Major Bar Type,Exterior Major Direction,Exterior Major Hook Orientation,Exterior Major Hook Type,Exterior Major Number Of Lines,Exterior Major Spacing,Exterior Minor Bar Type,Exterior Minor Direction,Exterior Minor Hook Orientation,Exterior Minor Hook Type,Exterior Minor Number Of Lines,Exterior Minor Spacing,Interior Major Bar Type,Interior Major Direction,Interior Major Hook Orientation,Interior Major Hook Type,Interior Major Number Of Lines,Interior Major Spacing,Interior Minor Bar Type,Interior Minor Direction,Interior Minor Hook Orientation,Interior Minor Hook Type,Interior Minor Number Of Lines,Interior Minor Spacing,Top Major and Minor Layers Match,Top and Bottom Major Layers Match,Top and Bottom Minor Layers Match,Top/Exterior Major Bar Type,Top/Exterior Major Direction,Top/Exterior Major Number Of Lines,Top/Exterior Major Spacing,Top/Exterior Minor Bar Type,Top/Exterior Minor Direction,Top/Exterior Minor Number Of Lines,Top/Exterior Minor Spacing,Bend Diameter,End Treatment At End,End Treatment At Start,Geometry,Hook At End,Hook At Start,Hook Rotation At End,Hook Rotation At Start,Override Hook Lengths,Rebar Number,Schedule Mark,Shape,Shape Image,Style,A,B,Bar Diameter,Bar Length,C,D,E,F,G,H,J,K,Maximum bar length,Minimum bar length,O,R,Standard Bend Diameter,Total Bar Length,Distribution Type,Quantity,Quantity By Rebar Set,Estimated Reinforcement Volume,Deformation,Maximum Bend Radius,Standard Hook Bend Diameter,Stirrup/Tie Bend Diameter,Subcategory,Material,Stirrup/Tie Attachment,Host Mark,Spacing,Length,Level,Work Plane,Volume,b,d,Host Id,Stiffener Material,End Level Offset,Reference Level,Start Level Offset,Non Bearing Offset,Span,Truss Height,Tag new members in view,ActualPanelWidth,MaxPanelWidth,NumberPanels,Bearing Chord,Bearing Vertical Justification,Create Bottom Chord,Create Top Chord,Rotate Chords With Truss,Rotation Angle,Stick Symbol Location,Analytical Vertical Projection,Angle,End Release,Start Release,Structural Framing Type,Web Orientation,Webs have symbolic cutback,Base Level,Base Offset,Column Location Mark,Column Style,Moves With Grids,Top Level,Top Offset,Structural Material,Base Connection,Enable Analytical Model,Top Connection,Code Name,Section Name Key,Section Shape,Elastic Modulus strong axis,Elastic Modulus weak axis,Moment of Inertia strong axis,Moment of Inertia weak axis,Nominal Weight,Plastic Modulus strong axis,Plastic Modulus weak axis,Section Area,Torsional Moment of Inertia,Warping Constant,Centroid Horizontal,Centroid Vertical,Flange Thickness,Height,Web Fillet,Web Thickness,Width,Room Bounding,Rebar Cover - Other Faces,Rebar Cover - Bottom Face,Rebar Cover - Top Face,Cross-Section Rotation,Orientation,Reference Level Elevation,Elevation at Bottom,Elevation at Top,End Extension,Join Status,Start Extension,y Justification,y Offset Value,yz Justification,z Justification,z Offset Value,Cut Length,End Connection,Start Connection,Structural Usage,Camber Size,Number of studs,Mark,REBAR,Top Bars,h,Cost,Type Mark,End Reaction - Live,Wall Design Thickness,OmniClass Number,OmniClass Title,Perimeter,Torsional Modulus,Diameter,Wall Nominal Thickness,Height Offset From Level,Host,Area,Elevation at Bottom Survey,Elevation at Top Survey,Pile Type,Clearance,Cut-off,Thickness,Assembly Code,Assembly Description,Base Constraint,Top Constraint,Unconnected Height,Related to Mass,Core Thickness,Elevation at Bottom Core,Elevation at Top Core,Span Direction,Structural,Absorptance,Roughness,Default Thickness,Function,Coarse Scale Fill Color,Coarse Scale Fill Pattern,Display in Hidden Views,Base Extension Distance,Base is Attached,Location Line,Top Extension Distance,Top is Attached,Rebar Cover - Exterior Face,Rebar Cover - Interior Face,Wrapping at Ends,Wrapping at Inserts
155416,None,OST_AreaRein,Structural Area Reinforcement 1,Structural Area Reinforcement 1,,2,4,Structural Area Reinforcement 1,,Structural Area Reinforcement 1,,,,,,,,,,,,,,,,,,New Construction,None,241885.66 cm³,Structural Area Reinforcement 1,Structural Area Reinforcement,0,0,"(50) 13M @ 163 (I)
","(50) 13M (I)
","(50) 13M @ 219 (I)
","(50) 13M (I)
","(50) 13M @ 163 E.W. E.F.
","(50) 13M E.W. E.F.
","(50) 13M @ 163 (E)
(50) 13M @ 163 (I)
","(50) 13M (E)
(50) 13M (I)
","(50) 13M @ 219 (E)
(50) 13M @ 219 (I)
","(50) 13M (E)
(50) 13M (I)
","(50) 13M @ 163 (E)
","(50) 13M (E)
","(50) 13M @ 219 (E)
","(50) 13M (E)
",Yes,13M,Yes,50,166,13M,Yes,50,224,13M,Yes,2,None,50,166,13M,Yes,2,None,50,224,13M,Yes,0,None,50,166,13M,Yes,0,None,50,224,Yes,Yes,Yes,13M,Yes,50,166,13M,Yes,50,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157002,None,OST_Rebar,13M,13M,,0,5,13M,,13M,,,,,,,,,,,,,,,,,,New Construction,None,8405.63 cm³,13M,Rebar Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,None,None,0,None,None,0.00°,0.00°,No,3,2,M_00,None,0,0,66355,13,66355,0,0,0,0,0,0,0,0,66355,66355,0,0,80,66355,0,1,1,8405.63 cm³,0,18000,80,50,-2009000,89321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157117,None,OST_Rebar,13M,13M,,0,5,13M,,13M,,,,,,,,,,,,,,,,,,New Construction,None,87.08 cm³,13M,Rebar Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,None,None,0,None,Standard - 90 deg.,0.00°,0.00°,No,4,2,Rebar Shape 1,None,0,0,520,13,687,0,0,0,0,0,0,0,0,687,687,0,0,80,687,0,1,1,87.08 cm³,0,18000,80,50,-2009000,89321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157195,None,OST_Rebar,13M,13M,,0,5,13M,,13M,,,,,,,,,,,,,,,,,,New Construction,None,87.08 cm³,13M,Rebar Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,None,None,0,None,Standard - 90 deg.,0.00°,0.00°,No,4,2,Rebar Shape 1,None,0,0,520,13,687,0,0,0,0,0,0,0,0,687,687,0,0,80,687,0,1,1,87.08 cm³,0,18000,80,50,-2009000,89321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153781,None,OST_Rebar,16M,16M,,2,3,16M,,16M,,,,,,,,,,,,,,,,,,New Construction,None,19686.87 cm³,16M,Rebar Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,None,None,0,Stirrup/Tie Seismic - 135 deg.,Stirrup/Tie Seismic - 135 deg.,0.00°,0.00°,No,1,1,M_T1,None,1,140,374,16,1871,470,374,473,0,140,93,0,0,1871,1871,0,0,95,99150,0,53,53,19686.87 cm³,0,18000,95,65,-2009000,89321,0,B1,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153882,None,OST_Rebar,16M,16M,,0,3,16M,,16M,,,,,,,,,,,,,,,,,,New Construction,None,1658.93 cm³,16M,Rebar Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,None,None,0,None,None,0.00°,0.00°,No,2,1,M_00,None,0,0,8355,16,8355,0,0,0,0,0,0,0,0,8355,8355,0,0,95,8355,0,1,1,1658.93 cm³,0,18000,95,65,-2009000,89321,,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153976,None,OST_Rebar,16M,16M,,0,3,16M,,16M,,,,,,,,,,,,,,,,,,New Construction,None,1658.93 cm³,16M,Rebar Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,None,None,0,None,None,0.00°,0.00°,No,2,1,M_00,None,0,0,8355,16,8355,0,0,0,0,0,0,0,0,8355,8355,0,0,95,8355,0,1,1,1658.93 cm³,0,18000,95,65,-2009000,89321,,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154029,None,OST_Rebar,16M,16M,,0,3,16M,,16M,,,,,,,,,,,,,,,,,,New Construction,None,1658.93 cm³,16M,Rebar Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,None,None,0,None,None,0.00°,0.00°,No,2,1,M_00,None,0,0,8355,16,8355,0,0,0,0,0,0,0,0,8355,8355,0,0,95,8355,0,1,1,1658.93 cm³,0,18000,95,65,-2009000,89321,,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154030,None,OST_Rebar,16M,16M,,0,3,16M,,16M,,,,,,,,,,,,,,,,,,New Construction,None,1658.93 cm³,16M,Rebar Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,None,None,0,None,None,0.00°,0.00°,No,2,1,M_00,None,0,0,8355,16,8355,0,0,0,0,0,0,0,0,8355,8355,0,0,95,8355,0,1,1,1658.93 cm³,0,18000,95,65,-2009000,89321,,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154062,None,OST_Rebar,16M,16M,,0,3,16M,,16M,,,,,,,,,,,,,,,,,,New Construction,None,1658.93 cm³,16M,Rebar Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,None,None,0,None,None,0.00°,0.00°,No,2,1,M_00,None,0,0,8355,16,8355,0,0,0,0,0,0,0,0,8355,8355,0,0,95,8355,0,1,1,1658.93 cm³,0,18000,95,65,-2009000,89321,,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154063,None,OST_Rebar,16M,16M,,0,3,16M,,16M,,,,,,,,,,,,,,,,,,New Construction,None,1658.93 cm³,16M,Rebar Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,None,None,0,None,None,0.00°,0.00°,No,2,1,M_00,None,0,0,8355,16,8355,0,0,0,0,0,0,0,0,8355,8355,0,0,95,8355,0,1,1,1658.93 cm³,0,18000,95,65,-2009000,89321,,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157199,None,OST_Rebar,19M,19M,,4,5,19M,,19M,,,,,,,,,,,,,,,,,,New Construction,None,1780842.13 cm³,19M,Rebar Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,None,None,0,None,None,0.00°,0.00°,No,5,2,M_00,None,0,0,11159,19,11159,0,0,0,0,0,0,0,0,11159,11159,0,0,115,6215396,0,557,557,1780842.13 cm³,0,18000,115,115,-2009000,89321,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137553,None,OST_StructuralStiffener,Standard,Standard,,,,Standard,,Standard,,,,,,,,,,,,,,,,,,New Construction,None,,Standard,M_Linear Stiffener-Plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,None,<not associated>,0.00 m³,13,13,None,1130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137674,None,OST_StructuralStiffener,Standard,Standard,,,,Standard,,Standard,,,,,,,,,,,,,,,,,,New Construction,None,,Standard,M_Linear Stiffener-Plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,None,<not associated>,0.00 m³,13,13,None,1130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118711,None,OST_RvtLinks,Technical_school-current_m.rvt,Technical_school-current_m.rvt,,,,Technical_school-current_m.rvt,,Technical_school-current_m.rvt,,,,,,,,,,,,,,,,,,,,,Technical_school-current_m.rvt,Linked Revit Model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132598,None,OST_Truss,M_Pratt Flat Truss - Short,M_Pratt Flat Truss - Short,,,,M_Pratt Flat Truss - Short,,M_Pratt Flat Truss - Short,,,,,,,,,,,,,,,,,,New Construction,None,,M_Pratt Flat Truss - Short,M_Pratt Flat Truss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1270,02 - Floor,-1270,0,4600,1000,None,767,1500,3,0,0,Yes,Yes,No,0.00°,2,-3,0.00°,1,1,HSS114.3X8.6,0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133226,None,OST_Truss,M_Pratt Flat Truss - Short,M_Pratt Flat Truss - Short,,,,M_Pratt Flat Truss - Short,,M_Pratt Flat Truss - Short,,,,,,,,,,,,,,,,,,New Construction,None,,M_Pratt Flat Truss - Short,M_Pratt Flat Truss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1270,02 - Floor,-1270,0,4600,1000,None,767,1500,3,0,0,Yes,Yes,No,0.00°,2,-3,0.00°,1,1,HSS114.3X8.6,0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122695,None,OST_StructuralColumns,UC356x368x129,UC356x368x129,,,,UC356x368x129,,UC356x368x129,,,,,,,,,,,,,,,,,,New Construction,None,,UC356x368x129,UC-Universal Columns-Column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,01 - Entry Level,,0.06 m³,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,01 - Entry Level,0,B.1-.5,0,Yes,02 - Floor,-200,1130,None,Yes,None,BS 5950-1:2000,UC356x368x129,8,2264.0 cm³,793.0 cm³,40246.00 cm⁴,14611.00 cm⁴,129.00 kgf/m,2479.0 cm³,1199.0 cm³,164.0 cm²,153.00 cm⁴,4180000.0 cm⁶,18.4 cm,17.8 cm,1.8 cm,35.6 cm,1.5 cm,1.0 cm,36.9 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122796,None,OST_StructuralColumns,UC356x368x129,UC356x368x129,,,,UC356x368x129,,UC356x368x129,,,,,,,,,,,,,,,,,,New Construction,None,,UC356x368x129,UC-Universal Columns-Column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,01 - Entry Level,,0.06 m³,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,01 - Entry Level,0,B.1-.75,0,Yes,02 - Floor,-200,1130,None,Yes,None,BS 5950-1:2000,UC356x368x129,8,2264.0 cm³,793.0 cm³,40246.00 cm⁴,14611.00 cm⁴,129.00 kgf/m,2479.0 cm³,1199.0 cm³,164.0 cm²,153.00 cm⁴,4180000.0 cm⁶,18.4 cm,17.8 cm,1.8 cm,35.6 cm,1.5 cm,1.0 cm,36.9 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122873,None,OST_StructuralColumns,UC356x368x129,UC356x368x129,,,,UC356x368x129,,UC356x368x129,,,,,,,,,,,,,,,,,,New Construction,None,,UC356x368x129,UC-Universal Columns-Column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,01 - Entry Level,,0.06 m³,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,01 - Entry Level,0,.75-C,0,Yes,02 - Floor,-200,1130,None,Yes,None,BS 5950-1:2000,UC356x368x129,8,2264.0 cm³,793.0 cm³,40246.00 cm⁴,14611.00 cm⁴,129.00 kgf/m,2479.0 cm³,1199.0 cm³,164.0 cm²,153.00 cm⁴,4180000.0 cm⁶,18.4 cm,17.8 cm,1.8 cm,35.6 cm,1.5 cm,1.0 cm,36.9 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123067,None,OST_StructuralColumns,UC356x368x129,UC356x368x129,,,,UC356x368x129,,UC356x368x129,,,,,,,,,,,,,,,,,,New Construction,None,,UC356x368x129,UC-Universal Columns-Column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,01 - Entry Level,,0.06 m³,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,01 - Entry Level,0,.5-E,0,Yes,02 - Floor,-200,1130,None,Yes,None,BS 5950-1:2000,UC356x368x129,8,2264.0 cm³,793.0 cm³,40246.00 cm⁴,14611.00 cm⁴,129.00 kgf/m,2479.0 cm³,1199.0 cm³,164.0 cm²,153.00 cm⁴,4180000.0 cm⁶,18.4 cm,17.8 cm,1.8 cm,35.6 cm,1.5 cm,1.0 cm,36.9 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123068,None,OST_StructuralColumns,UC356x368x129,UC356x368x129,,,,UC356x368x129,,UC356x368x129,,,,,,,,,,,,,,,,,,New Construction,None,,UC356x368x129,UC-Universal Columns-Column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,01 - Entry Level,,0.06 m³,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,01 - Entry Level,0,.5-D.1,0,Yes,02 - Floor,-200,1130,None,Yes,None,BS 5950-1:2000,UC356x368x129,8,2264.0 cm³,793.0 cm³,40246.00 cm⁴,14611.00 cm⁴,129.00 kgf/m,2479.0 cm³,1199.0 cm³,164.0 cm²,153.00 cm⁴,4180000.0 cm⁶,18.4 cm,17.8 cm,1.8 cm,35.6 cm,1.5 cm,1.0 cm,36.9 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123069,None,OST_StructuralColumns,UC356x368x129,UC356x368x129,,,,UC356x368x129,,UC356x368x129,,,,,,,,,,,,,,,,,,New Construction,None,,UC356x368x129,UC-Universal Columns-Column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,01 - Entry Level,,0.06 m³,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,01 - Entry Level,0,.75-E,0,Yes,02 - Floor,-200,1130,None,Yes,None,BS 5950-1:2000,UC356x368x129,8,2264.0 cm³,793.0 cm³,40246.00 cm⁴,14611.00 cm⁴,129.00 kgf/m,2479.0 cm³,1199.0 cm³,164.0 cm²,153.00 cm⁴,4180000.0 cm⁶,18.4 cm,17.8 cm,1.8 cm,35.6 cm,1.5 cm,1.0 cm,36.9 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123070,None,OST_StructuralColumns,UC356x368x129,UC356x368x129,,,,UC356x368x129,,UC356x368x129,,,,,,,,,,,,,,,,,,New Construction,None,,UC356x368x129,UC-Universal Columns-Column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,01 - Entry Level,,0.06 m³,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,01 - Entry Level,0,.75-D.1,0,Yes,02 - Floor,-200,1130,None,Yes,None,BS 5950-1:2000,UC356x368x129,8,2264.0 cm³,793.0 cm³,40246.00 cm⁴,14611.00 cm⁴,129.00 kgf/m,2479.0 cm³,1199.0 cm³,164.0 cm²,153.00 cm⁴,4180000.0 cm⁶,18.4 cm,17.8 cm,1.8 cm,35.6 cm,1.5 cm,1.0 cm,36.9 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122477,None,OST_StructuralColumns,450mm,450mm,,,,450mm,,450mm,,,,,,,,,,,,,,,,,,New Construction,None,,450mm,M_Concrete-Round-Column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3800,01 - Entry Level,,0.56 m³,450,,None,,,,,,,,,,,,,,,,,,,,,,,,,,01 - Entry Level,0,A-1,0,Yes,02 - Floor,0,70010,,Yes,,,,0,,,,,,,,,,,,,,,,,,Yes,"Interior (framing, columns)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122478,None,OST_StructuralColumns,450mm,450mm,,,,450mm,,450mm,,,,,,,,,,,,,,,,,,New Construction,None,,450mm,M_Concrete-Round-Column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3800,01 - Entry Level,,0.56 m³,450,,None,,,,,,,,,,,,,,,,,,,,,,,,,,01 - Entry Level,0,B-1,0,Yes,02 - Floor,0,70010,,Yes,,,,0,,,,,,,,,,,,,,,,,,Yes,"Interior (framing, columns)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
