,Parent,ExpectedLife,Loss Method,Tag,Phase Created,AccessibilityPerformance,WarrantyGuarantorParts,Angle,AssetAccountingType,System Name,CodePerformance,ContainedInStructure,Fitting Outside Diameter,Level,Insulation Radius,ObjectPlacement,Insulation Thickness,Representation,Reference,ObjectType,Size,IsDefinedBy,GlobalId,Color,OwnerHistory,Name,Description,InstallationDate,ODAUniqueID,WarrantyGuarantorLabor,Tick Size,Nominal Radius,Nominal Diameter,ModelNumber,Features,TagNumber,Center to End,BarCode,System Type,K Coefficient Table,Fitting Outside Radius,Use Annotation Scale,Center Radius,SerialNumber,WarrantyStartDate,AssetIdentifier,Host,Offset,Mark,ReplacementCost,Lookup Table Name,Constituents,OmniClass Title,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,OmniClass Number,Center to End Label,Angle 1,Visibility 3,Visibility 2,Visibility 1,OffsetHeight,Fitting Outside Diameter 2,Fitting Outside Diameter 1,Insulation Radius 2,Insulation Radius 1,Nominal Diameter 2,Nominal Diameter 1,Width Offset,Max Fitting Outside Diameter 12,Height Offset,Fitting Outside Radius 2,Fitting Outside Radius 1,Tick Size 2,Tick Size 1,Nominal Radius 2,Nominal Radius 1,Length,OffsetWidth,W0,Num 6,OffsetWidthfromBase,Num 8,Lining Radius,Num 10,Num 1,Num 4,Num 3,Radius,Num 9,OffsetHeightfromBase,Num 7,Length01,Length 8,Length 7,Length 6,Length 5,Length 4,Num 2,Length 2,Length 1,Length 3,Half H0,Half W0,Num 5,Delta 2,Delta 1,Lining W0,Lining H0,Insulation H0,Insulation W0,H0,OffsetWidthTemp,OffsetHeightTemp,Diameter,Lining Thickness,Tee,Reference Level,Additional Flow,Inner Diameter,Friction,Flow State,Invert Elevation,Flow,Reynolds Number,Relative Roughness,Friction Factor,End Offset,Velocity,Pressure Drop,Section,Area,Outer Diameter,Horizontal Justification,Vertical Justification,Start Offset,Slope,Roughness,Connection Type,Cross,Class,Elbow,Preferred Junction Type,Transition,Union,Tap,Top Elevation,Velocity Pressure,Bottom Elevation,Size Lock,Loss Coefficient,Hydraulic Diameter,Reynolds number,Multi Shape Transition Rect to Round,Multi Shape Transition Oval to Round,Design HVAC Load per area,InteriorOrExteriorSpace,LongName,ElevationWithFlooring,Upper Limit,CompositionType,Number,Decomposes,Average Estimated Illumination,Condition Type,GSA BIM Area,Room Number,Design Cooling Load,Unbounded Height,Room Name,Phase,Base Offset,Limit Offset,Perimeter,Volume,Plenum,Occupiable,Design Other Load per area,Specified Return Airflow,Zone,Space Type,Design Heating Load,Room Cavity Ratio,Return Airflow,Specified Supply Airflow,Actual Supply Airflow,Actual Return Airflow,Actual Exhaust Airflow,Specified Exhaust Airflow,Lighting Calculation Workplane,Ceiling Reflectance,Wall Reflectance,Floor Reflectance,Calculated Supply Airflow,Calculated Heating Load,Calculated Cooling Load,BoundedBy,Type Comments,Model,Height,Connector,Keynote,Comments,Type Mark,Power,Assembly Code,Schedule Level,Elevation,Default Elevation,URL,Cost,Assembly Description,BtuPerFt,Hot Water Diameter,Voltage,Gas Radius,Vent Radius,Electrical Box Height,Exhaust Air Flow,Boiler Radius,Electrical Box Width,Water Pressure Drop,Water Flow,Output Heat,Input Heat,Gas Flow,Exhaust Air Pressure Drop,Load Classification,Circuit Number,Number of Poles,Hot Water Radius,Vent Box Diameter,Vent Diameter,Vent Box Height,Gas Diameter,Electrical Box Length,Cold Water Radius,Cold Water Diameter,Boiler Top Diameter,Boiler Height,Boiler Diameter,Vent Box Radius,Radius 1,Boiler Top Radius,Apparent Load,Nut Height,Stem Radius,Nut Radius,Stem Height,Seal Length,Stem Diameter,Nut Diameter,Handle Width,Handle Length,Handle Height,Body Radius,Body Height,Body Length,Body Diameter,Adapter Radius,Adapter Length,Adapter Diameter,Half Nut Height,K Coefficient,Radius 10,Outside Radius,Width 1,Width 2,Thickness 1,Radius 9,Radius 8,Radius 7,Radius 6,Radius 5,Radius 4,Radius 3,Radius 2,Length 9,Height 1,Height 2,Height 3,Height 4,Height 5,Height 6,Angle 2,Valve Length,Outside Diameter,Open Height,C1 Offset 1,C1 Offset 2,Suction Nominal Radius,Suction Outside Diameter,Flow Rate,RPM,Suction Outside Radius,Suction Nominal Diameter,Outside Diameter 1,Outside Diameter 2,Outside Diameter 4,Housing Width,Flange Height,Flange Diameter,Discharge Nominal Radius,Discharge Nominal Diameter,Outside Radius 1,Outside Radius 2,Outside Radius 4,Flange Radius,External Static Presure,Air Flow,Half Outlet Radius,Half Exhaust Inlet Height,Diameter 1,Diameter 2,Overall Height,Fan Radius,Fan Height,Fan Diameter,Outlet Width,Outlet Height,Cap Radius,Cap Diameter,Base Width
152865,Level 2,ExpectedLife,,663230,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Hydronic Return Unit A,CodePerformance,154881,,,,152734,0.000000,152864,Reference,Pipe Types:Mechanical Pipe,25 mm,"152893,152895,152897,152899,152901,154926,155000,155001,155002,155003",3KBDgq$MvBfR90mp5FRCNV,Color,33,Pipe Types:Mechanical Pipe:663230,,,152865,WarrantyGuarantorLabor,,,,ModelNumber,Features,,,,Hydronic Supply,,,,,,,,,0.142057,702,ReplacementCost,,Constituents,,Finish,Grade,Carbon Steel,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,0.119419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,M_Tee - Generic: Standard,Level 2,0.000000,0.087417,0.000000,0,3.228734,0.000000,0.000000,1.912001,0.000000,0.142057,0.000000,0.000000,28,0.009379,0.109583,0,0,0.142057,0.000000,0.045720,Threaded,M_Cross - Generic: Standard,Schedule 40,M_Elbow - Generic: Standard,1,M_Transition - Generic: Standard,M_Coupling - Generic: Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153683,Level 2,ExpectedLife,,663251,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Hydronic Return Unit A,CodePerformance,154881,,,,153552,0.000000,153682,Reference,Pipe Types:Mechanical Pipe,25 mm,"153711,153713,153715,153717,153719,154926,155000,155001,155002,155003",3KBDgq$MvBfR90mp5FRCMo,Color,33,Pipe Types:Mechanical Pipe:663251,,,153683,WarrantyGuarantorLabor,,,,ModelNumber,Features,,,,Hydronic Supply,,,,,,,,,-0.217943,703,ReplacementCost,,Constituents,,Finish,Grade,Carbon Steel,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,0.408444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,M_Tee - Generic: Standard,Level 2,0.000000,0.087417,0.000000,0,2.868734,0.000000,0.000000,1.912001,0.000000,-0.217943,0.000000,0.000000,30,0.032079,0.109583,0,0,-0.217943,0.000000,0.045720,Threaded,M_Cross - Generic: Standard,Schedule 40,M_Elbow - Generic: Standard,1,M_Transition - Generic: Standard,M_Coupling - Generic: Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153855,Level 2,ExpectedLife,,663265,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Hydronic Return Unit A,CodePerformance,154881,,,,153724,0.000000,153854,Reference,Pipe Types:Mechanical Pipe,25 mm,"153882,153884,153886,153888,153890,154926,155000,155001,155002,155003",3KBDgq$MvBfR90mp5FRCM0,Color,33,Pipe Types:Mechanical Pipe:663265,,,153855,WarrantyGuarantorLabor,,,,ModelNumber,Features,,,,Hydronic Supply,,,,,,,,,-0.324265,704,ReplacementCost,,Constituents,,Finish,Grade,Carbon Steel,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,0.085684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,M_Tee - Generic: Standard,Level 2,0.000000,0.087417,0.000000,0,2.775735,0.000000,0.000000,1.912001,0.000000,-0.238581,0.000000,0.000000,30,0.006730,0.109583,0,0,-0.324265,,0.045720,Threaded,M_Cross - Generic: Standard,Schedule 40,M_Elbow - Generic: Standard,1,M_Transition - Generic: Standard,M_Coupling - Generic: Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154116,Level 2,ExpectedLife,,694400,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Hydronic Supply Unit B,CodePerformance,154881,,,,153937,0.000000,154115,Reference,Pipe Types:Mechanical Pipe,25 mm,"154144,154146,154148,154150,154152,154926,155000,155001,155002,155003",3gHJfJe9T5U82nTMeWaQ3T,Color,33,Pipe Types:Mechanical Pipe:694400,,,154116,WarrantyGuarantorLabor,,,,ModelNumber,Features,,,,Hydronic Supply,,,,,,,,,0.530900,706,ReplacementCost,,Constituents,,Finish,Grade,Carbon Steel,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,0.022359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,M_Tee - Generic: Standard,Level 2,0.000000,0.087417,0.000000,0,3.617578,0.000000,0.000000,1.912001,0.000000,0.530900,0.000000,0.000000,25,0.001756,0.109583,0,0,0.530900,0.000000,0.045720,Threaded,M_Cross - Generic: Standard,Schedule 40,M_Elbow - Generic: Standard,1,M_Transition - Generic: Standard,M_Coupling - Generic: Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154335,Level 2,ExpectedLife,,696275,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Hydronic Supply Unit B,CodePerformance,154881,,,,154204,0.000000,154334,Reference,Pipe Types:Mechanical Pipe,25 mm,"154363,154365,154367,154369,154371,154926,155000,155001,155002,155003",3gHJfJe9T5U82nTMeWaQUE,Color,33,Pipe Types:Mechanical Pipe:696275,,,154335,WarrantyGuarantorLabor,,,,ModelNumber,Features,,,,Hydronic Supply,,,,,,,,,0.530900,710,ReplacementCost,,Constituents,,Finish,Grade,Carbon Steel,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,0.063463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,M_Tee - Generic: Standard,Level 2,0.000000,0.087417,0.000000,0,3.617578,0.000000,0.000000,1.912001,0.000000,0.530900,0.000000,0.000000,25,0.004984,0.109583,0,0,0.530900,0.000000,0.045720,Threaded,M_Cross - Generic: Standard,Schedule 40,M_Elbow - Generic: Standard,1,M_Transition - Generic: Standard,M_Coupling - Generic: Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116188,Roof,ExpectedLife,,603399,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Unit A Mechanical Exhaust Air,CodePerformance,154889,,,,116057,0.000000,116187,Reference,Round Duct:Taps,250,"116222,116224,116226,116228,116230,116232,116234,154936,154985,154986,154987,154988",3KNPGroYLBcOSeaFL19y83,Color,33,Round Duct:Taps:603399,,InstallationDate,116188,WarrantyGuarantorLabor,,,,ModelNumber,Features,TagNumber,,BarCode,Exhaust Air,,,,,SerialNumber,WarrantyStartDate,AssetIdentifier,,-1.687000,8,ReplacementCost,,Constituents,,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,2.145000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.820210,0.000000,M_Round Tee: Standard,Roof,0.000000,,0.000077,,,0.141259,,,,0.458000,0.267347,0.000543,1,1.684679,,0,0,-1.687000,,0.000000,,M_Round Cross: Standard,,M_Round Elbow: 1.5 D,0,M_Round Transition - Angle: 45 Degree,M_Round Union: Standard,M_Round Takeoff: Standard,0.458000,0.001217,-1.687000,F,0.446509,0.820210,1357.404685,M_Rectangular to Round Transition - Angle: 45 Degree,M_Oval to Round Transition - Length: Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,Level 1,,,,,,,,,,,,,Level 1,,1529,,1634,,,,"1638,1752,1785,1787,1789,1791,1793,1795,1797,1799",3WIha3hdX8G8EHDzIXbHUS,,33,A101,,,1635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.395342,,,,,,,,,,,,,,,,,,,,,,,,0.000000,INTERNAL,Foyer,nan(snan),Level 1,ELEMENT,A101,154872,0.000000,2,19.395342,A101,0.000000,4.000000,Foyer,New Construction,0.000000,4.000000,22.832000,55.034755,F,T,0.000000,0.000000,4,-1,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.762000,0.750000,0.500000,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,Level 1,,,,,,,,,,,,,Level 1,,1801,,1811,,,,"1815,1882,1915,1917,1919,1921,1923,1925,1927,1929",3WIha3hdX8G8EHDzIXbHPX,,33,A102,,,1812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.660089,,,,,,,,,,,,,,,,,,,,,,,,0.000000,INTERNAL,Living Room,nan(snan),Level 1,ELEMENT,A102,154872,0.000000,2,27.660089,A102,0.000000,4.000000,Living Room,New Construction,0.000000,4.000000,21.194000,71.390690,F,T,0.000000,0.000000,4,-1,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.762000,0.750000,0.500000,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,Level 1,,,,,,,,,,,,,Level 1,,1931,,1941,,,,"1945,2013,2049,2051,2053,2055,2057,2059,2061,2063",3WIha3hdX8G8EHDzIXbHPc,,33,A103,,,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.954070,,,,,,,,,,,,,,,,,,,,,,,,0.000000,INTERNAL,Kitchen,nan(snan),Level 1,ELEMENT,A103,154872,0.000000,2,12.954070,A103,7169.204925,4.000000,Kitchen,New Construction,0.000000,4.000000,15.878461,33.512179,F,T,0.000000,0.000000,4,-1,12212.713678,0.000000,0,1.218433,0.000000,0.000000,0.000000,0.000000,0.762000,0.750000,0.500000,0.200000,1.218433,12212.713678,7169.204925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2158,Level 1,,,,,,,,,,,,,Level 1,,2068,,2157,,,,"2161,2266,2302,2304,2306,2308,2310,2312,2314,2316",3WIha3hdX8G8EHDzIXbHPh,,33,B101,,,2158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.395342,,,,,,,,,,,,,,,,,,,,,,,,0.000000,INTERNAL,Foyer,nan(snan),Level 1,ELEMENT,B101,154872,0.000000,2,19.395342,B101,11887.650869,4.000000,Foyer,New Construction,0.000000,4.000000,22.832000,55.017156,F,T,0.000000,0.000000,3,-1,29412.727095,0.000000,0,2.020350,0.000000,0.000000,0.000000,0.000000,0.762000,0.750000,0.500000,0.200000,2.020350,29412.727095,11887.650869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2329,Level 1,,,,,,,,,,,,,Level 1,,2318,,2328,,,,"2332,2399,2435,2437,2439,2441,2443,2445,2447,2449",3WIha3hdX8G8EHDzIXbHPe,,33,B102,,,2329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.660089,,,,,,,,,,,,,,,,,,,,,,,,0.000000,INTERNAL,Living Room,nan(snan),Level 1,ELEMENT,B102,154872,0.000000,2,27.660089,B102,17746.607520,4.000000,Living Room,New Construction,0.000000,4.000000,21.194000,71.390690,F,T,0.000000,0.000000,3,-1,43006.836131,0.000000,0,3.016101,0.000000,0.000000,0.000000,0.000000,0.762000,0.750000,0.500000,0.200000,3.016101,43006.836131,17746.607520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462,Level 1,,,,,,,,,,,,,Level 1,,2451,,2461,,,,"2465,2533,2569,2571,2573,2575,2577,2579,2581,2583",3WIha3hdX8G8EHDzIXbHPj,,33,B103,,,2462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.954070,,,,,,,,,,,,,,,,,,,,,,,,0.000000,INTERNAL,Kitchen,nan(snan),Level 1,ELEMENT,B103,154872,0.000000,2,12.954070,B103,6439.436566,4.000000,Kitchen,New Construction,0.000000,4.000000,15.878461,33.512179,F,T,0.000000,0.000000,3,-1,12212.713678,0.000000,0,1.094406,0.000000,0.000000,0.000000,0.000000,0.762000,0.750000,0.500000,0.200000,1.094406,12212.713678,6439.436566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2604,Level 1,,,,,,,,,,,,,Level 1,,2585,,2603,,,,"2607,2667,2703,2705,2707,2709,2711,2713,2715,2717",3WIha3hdX8G8EHDzIXbHPo,,33,B104,,,2604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.160976,,,,,,,,,,,,,,,,,,,,,,,,0.000000,INTERNAL,Bathroom 1,nan(snan),Level 1,ELEMENT,B104,154872,0.000000,2,3.160976,B104,1284.050487,4.000000,Bathroom 1,New Construction,0.000000,4.000000,7.254000,8.212367,F,T,0.000000,0.000000,3,-1,2089.735020,0.000000,0,0.218229,0.000000,0.000000,0.000000,0.000000,0.762000,0.750000,0.500000,0.200000,0.218229,2089.735020,1284.050487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2959,Level 1,,,,,,,,,,,,,Level 1,,2948,,2958,,,,"2962,3017,3029,3031,3033,3035",3Dv6MBGFzBvOlsdVJAgcOu,,33,B103,,,2959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.897501,,,,,,,,,,,,,,,,,,,,,,,,,INTERNAL,Kitchen,nan(snan),Level 1,ELEMENT,B103,154872,,,13.897501,,,2.530131,,New Construction,0.000000,2.530131,16.419461,32.607092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3276,Level 1,,,,,,,,,,,,,Level 1,,3265,,3275,,,,"3279,3334,3346,3348,3350,3352",3Dv6MBGFzBvOlsdVJAgcOX,,33,A103,,,3276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.897501,,,,,,,,,,,,,,,,,,,,,,,,,INTERNAL,Kitchen,nan(snan),Level 1,ELEMENT,A103,154872,,,13.897501,,,2.530131,,New Construction,0.000000,2.530131,16.419461,32.607092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Level 2,,,,,,,,,,,,,Level 2,,49,,69,,,,"73,149,189,191,193,195,197,199,201,203",3WIha3hdX8G8EHDzIXbHUr,,33,A203,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.043232,,,,,,,,,,,,,,,,,,,,,,,,0.000000,INTERNAL,Bedroom 2,nan(snan),Level 2,ELEMENT,A203,154880,0.000000,2,22.043232,A203,16389.146949,4.000000,Bedroom 2,New Construction,0.000000,4.000000,19.914000,56.893582,F,T,0.000000,0.000000,4,-1,36276.034800,0.000000,0,2.785396,0.000000,0.000000,0.000000,0.000000,0.762000,0.750000,0.500000,0.200000,2.785396,36276.034800,16389.146949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Level 2,,,,,,,,,,,,,Level 2,,205,,222,,,,"226,302,338,340,342,344,346,348,350,352",3WIha3hdX8G8EHDzIXbHUw,,33,B202,,,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.043232,,,,,,,,,,,,,,,,,,,,,,,,0.000000,INTERNAL,Bedroom 1,nan(snan),Level 2,ELEMENT,B202,154880,0.000000,2,22.043232,B202,19390.849176,4.000000,Bedroom 1,New Construction,0.000000,4.000000,19.914000,56.893582,F,T,0.000000,0.000000,3,-1,34898.281058,0.000000,0,3.295546,0.000000,0.000000,0.000000,0.000000,0.762000,0.750000,0.500000,0.200000,3.295546,34898.281058,19390.849176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,Level 2,,,,,,,,,,,,,Level 2,,357,,423,,,,"427,511,547,549,551,553,555,557,559,561",3WIha3hdX8G8EHDzIXbHU$,,33,A201,,,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.414500,,,,,,,,,,,,,,,,,,,,,,,,0.000000,INTERNAL,Hallway,nan(snan),Level 2,ELEMENT,A201,154880,0.000000,2,10.414500,A201,6091.152056,4.000000,Hallway,New Construction,0.000000,4.000000,14.530000,26.946800,F,T,0.000000,0.000000,4,-1,12084.358578,0.000000,0,1.035214,0.000000,0.000000,0.000000,0.000000,0.762000,0.750000,0.500000,0.200000,1.035214,12084.358578,6091.152056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
