,Parent,ExpectedLife,Loss Method,Tag,Phase Created,AccessibilityPerformance,WarrantyGuarantorParts,Angle,AssetAccountingType,System Name,CodePerformance,ContainedInStructure,Fitting Outside Diameter,Level,Insulation Radius,ObjectPlacement,Insulation Thickness,Representation,Reference,ObjectType,Size,IsDefinedBy,GlobalId,Color,OwnerHistory,Name,Description,InstallationDate,ODAUniqueID,WarrantyGuarantorLabor,Tick Size,Nominal Radius,Nominal Diameter,Features,TagNumber,Center to End,BarCode,System Type,K Coefficient Table,Fitting Outside Radius,Constituents,Use Annotation Scale,Center Radius,SerialNumber,WarrantyStartDate,AssetIdentifier,Host,Offset,Mark,ReplacementCost,Lookup Table Name,OmniClass Title,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,OmniClass Number,Center to End Label,Angle 1,Visibility 3,Visibility 2,Visibility 1,OffsetHeight,Fitting Outside Diameter 2,Fitting Outside Diameter 1,Insulation Radius 2,Insulation Radius 1,Nominal Diameter 2,Nominal Diameter 1,Width Offset,Max Fitting Outside Diameter 12,Height Offset,Fitting Outside Radius 2,Fitting Outside Radius 1,Tick Size 2,Tick Size 1,Nominal Radius 2,Nominal Radius 1,Length,OffsetWidth,Socket Depth,Socket Entrance Diameter,Center to Socket Bottom Label,Wall Thickness,Socket Outside Diameter,Center to Socket Bottom,Socket Insulation Outside Diameter,Socket Outside Radius,Socket Insulation Depth,Socket Insulation Outside Radius,Length 2,Length 1,Center to Socket Bottom Not Found,W0,Num 6,OffsetWidthfromBase,Num 8,Lining Radius,Num 10,Num 1,Num 4,Num 3,Radius,Num 9,OffsetHeightfromBase,Num 7,Length01,Length 8,Length 7,Length 6,Length 5,Length 4,Num 2,Length 3,Half H0,Half W0,Num 5,Delta 2,Delta 1,Lining W0,Lining H0,Insulation H0,Insulation W0,H0,OffsetWidthTemp,OffsetHeightTemp,Diameter,Lining Thickness,Schedule Level,Elevation,Default Elevation,Pipe Radius,Overall Diameter,Pipe Diameter,Overall Radius,Tee,Reference Level,Additional Flow,Inner Diameter,Invert Elevation,Flow,Reynolds Number,Relative Roughness,Friction,Flow State,Friction Factor,End Offset,Velocity,Pressure Drop,Section,Area,Outer Diameter,Horizontal Justification,Vertical Justification,Start Offset,Slope,Roughness,Connection Type,Cross,Class,Classification Description,Classification Code,Elbow,Preferred Junction Type,Transition,Union,Bend Radius,Conduit Size Lookup,Conduit Length,Bend Radius Label,Bend or Fitting,Fixture Units,Diameter(Trade Size),Top Elevation,Bottom Elevation,Standard,Bend,Tap,Velocity Pressure,Size Lock,Loss Coefficient,Hydraulic Diameter,Reynolds number,Multi Shape Transition Rect to Round,Multi Shape Transition Oval to Round,Nut Height,Body Radius,Adapter Length,Stem Radius,Handle Height,Body Diameter,Handle Length,Stem Height,Seal Length,Stem Diameter,Nut Radius,Nut Diameter,Handle Width,Body Length,Body Height,Adapter Radius,Adapter Diameter,Half Nut Height,K Coefficient,Base Radius,Head Radius,Head Small Radius,Head Depth,Panel,Circuit Number,Base Depth,Radius 10,Outside Radius,Width 1,Width 2,Thickness 1,Radius 9,Radius 8,Radius 7,Radius 6,Radius 5,Radius 4,Radius 3,Radius 2,Radius 1,Length 9,Height 1,Height 2,Height 3,Height 4,Height 5,Height 6,Angle 2,Valve Length,Outside Diameter,Open Height,C1 Offset 1,C1 Offset 2,Width,Height,Panel Name,Projection,Depth,Standoff,HalfWidth,HalfHeight,Light Loss Factor,Dimming Lamp Color Temperature Shift,Light Source Definition (family),Ballast Voltage,Initial Intensity,Ceiling Mount Material,Color Filter,Electrical Data,Drop From Ceiling,Load Classification,Lamp,Ballast Number of Poles,Calculate Coefficient of Utilization,Initial Color,Pendant Material,Assembly Code,Assembly Description,Light Source Symbol Size,Apparent Load,Switch Voltage,Load,Moves With Nearby Elements,Label,Range Material,Burner Material,Hot Water Diameter,WFU,Flow Pressure,Sanitary Diameter,Sanitary Radius,HWFU,CWFU,Sink Width,Sink Depth,Sink Length,Hot Water Radius,Cold Water Radius,Cold Water Diameter,Shade Material,Door Width,Shower Width,Shower Length,Shower Height,Half Door Width,Half Lavatory Length,Half Oval Long Axis Length 1,Half Oval Long Axis Length,Oval Long Axis Length,Lavatory Width,Oval Short Axis Length,Lavatory Length,Lavatory Height,Half Oval Short Axis Length 1,Half Oval Short Axis Length,Max #1 Pole Breakers,HVAC Demand Factor,Total Estimated Demand Current,Heating Connected,Apparent Load Phase A,Enclosure,Apparent Load Phase B,Receptacle Demand Factor,Total Estimated Demand,Total Connected,HVAC Estimated Demand,Apparent Load Phase C,Other Estimated Demand,HVAC Connected,Total Demand Factor,Mounting,Location,Total Connected Current,24 Circuit Height,Appliance - Dwelling Unit Connected Current,Current Phase A,Current Phase B,Current Phase C,HVAC Connected Current,HVAC Estimated Demand Current,Other Connected,Other Connected Current,Other Estimated Demand Current,Appliance - Dwelling Unit Connected,Appliance - Dwelling Unit Estimated Demand,Appliance - Dwelling Unit Estimated Demand Current,Appliance - Dwelling Unit Demand Factor,Heating Estimated Demand,Heating Connected Current,Heating Estimated Demand Current,Heating Demand Factor,Lighting - Dwelling Unit Connected,Lighting - Dwelling Unit Estimated Demand,Lighting - Dwelling Unit Demand Factor,Lighting - Dwelling Unit Connected Current,Receptacle Connected Current,Lighting - Dwelling Unit Estimated Demand Current,Receptacle Connected,Receptacle Estimated Demand,Receptacle Estimated Demand Current,Mains,Circuit Naming,Distribution System,Number of Wires,Number of Phases,42 Circuit Height,30 Circuit Height,12 Circuit Height,Bath Tub Width,Bath Tub Length,Bath Tub Height,InteriorOrExteriorSpace,Design HVAC Load per area,LongName,ElevationWithFlooring,CeilingCovering,Upper Limit,CompositionType,Number,Decomposes,OmniClass Table 13 Category,Average Estimated Illumination,Condition Type,GSA BIM Area,WallCovering,Wall Reflectance,FloorCovering,Room Number,Room Name,Design Cooling Load,Unbounded Height,Limit Offset,Phase,Base Offset,Perimeter,Volume,Design Other Load per area,Specified Return Airflow,Zone,Plenum,Occupiable,HistoricPreservationZoneName,Space Type,Design Heating Load,Specified Supply Airflow,Actual Supply Airflow,Room Cavity Ratio,Return Airflow,Actual Return Airflow,Actual Exhaust Airflow,Specified Exhaust Airflow,Lighting Calculation Workplane,Ceiling Reflectance,Floor Reflectance,Category Description,Category Code,LoadCapacity,CirculationZoneName,FireAlarmZoneName,LightingZoneName,OccupancyZoneName,VentilationZoneName,RoomTag,BoundedBy,Connector,Power,BtuPerFt,Voltage,Gas Radius,Vent Radius,Electrical Box Height,Exhaust Air Flow,Boiler Radius,Electrical Box Width,Water Pressure Drop,Water Flow,Output Heat,Input Heat,Gas Flow,Exhaust Air Pressure Drop,Number of Poles,Vent Box Diameter,Vent Diameter,Vent Box Height,Gas Diameter,Electrical Box Length,Boiler Top Diameter,Boiler Height,Boiler Diameter,Vent Box Radius,Boiler Top Radius,ControlElementId,Suction Nominal Radius,Suction Outside Diameter,Discharge Nominal Radius,Suction Nominal Diameter,RPM,Suction Outside Radius,Outside Diameter 4,Outside Diameter 2,Outside Diameter 1,Discharge Nominal Diameter,Housing Width,Flange Height,Flange Diameter,Outside Radius 1,Outside Radius 2,Outside Radius 4,Flange Radius,External Static Presure,Diameter 2,Diameter 1,Half Exhaust Inlet Height,Air Flow,Half Outlet Radius,Overall Height,Fan Radius,Fan Height,Fan Diameter,Outlet Width,Outlet Height,Cap Radius,Cap Diameter,Base Width
78033,A203,ExpectedLife,,575440,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,,CodePerformance,310540,,,,78032,,78026,Reference,Duplex Receptacle,Size,"78047,78049,78051,78053,78055,78057,310668,311163,311164,311165,311166",1K7eM1Qof1dOc9$mY9I4Do,Color,33,M_Duplex Receptacle:Duplex Receptacle:Duplex Receptacle:575440,,InstallationDate,78033,WarrantyGuarantorLabor,,,,Features,TagNumber,,BarCode,,,,Constituents,,,SerialNumber,WarrantyStartDate,AssetIdentifier,Orphaned,0.000000,33,ReplacementCost,,Ground Fault Receptacles,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,23.80.50.11.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.460000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unit A Panelboard,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 120 V/1-180 VA,,Receptacle,,,,,,,,,,1291.669250,1937.503875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76935,A202,ExpectedLife,,575386,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,,CodePerformance,310541,,,,76934,,76928,Reference,150W - 120V,Size,"76949,76951,76953,76955,76957,76959,76961,310666,311169,311170,311171,311172,311173,311174,311175,311176",1K7eM1Qof1dOc9$mY9I4Cu,Color,33,M_Pendant Light - Hemisphere:150W - 120V:150W - 120V:575386,,InstallationDate,76935,WarrantyGuarantorLabor,,,,Features,TagNumber,,BarCode,,,,Constituents,,,SerialNumber,WarrantyStartDate,AssetIdentifier,Orphaned,,11,ReplacementCost,,"General Luminaries, Non Directional",Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,23.80.70.11.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,1.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unit A Panelboard,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Point+Spherical,1291.669250,0,Metal - Chrome,16777215, 120 V/1-150 VA,0.675000,Lighting - Dwelling Unit,A-21,1,F,0,Glass - Frosted,D5020220,Lighting - Incandescent,0.075000,1614.586563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77098,A202,ExpectedLife,,575392,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,,CodePerformance,310541,,,,77097,,77091,Reference,Single Pole,Size,"77147,77149,77151,77153,77155,77157,310667,311158,311159,311160,311161,311162",1BZbxAG8L6z9EEpSZfugOW,Color,33,M_Lighting Switches:Single Pole:Single Pole:575392,,InstallationDate,77098,WarrantyGuarantorLabor,,,,Features,TagNumber,,BarCode,,,,Constituents,,,SerialNumber,WarrantyStartDate,AssetIdentifier,Orphaned,0.000000,,ReplacementCost,,Switches,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,23.80.50.11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,1.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unit A Panelboard,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 120 V/1-0 VA,,Other,,,,,,,,,0.000000,1291.669250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77363,A202,ExpectedLife,,575405,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,,CodePerformance,310541,,,,77362,,77356,Reference,Duplex Receptacle,Size,"77413,77415,77417,77419,77421,77423,310668,311163,311164,311165,311166",2IG0VrX6zB1x1jfqawxCAz,Color,33,M_Duplex Receptacle:Duplex Receptacle:Duplex Receptacle:575405,,InstallationDate,77363,WarrantyGuarantorLabor,,,,Features,TagNumber,,BarCode,,,,Constituents,,,SerialNumber,WarrantyStartDate,AssetIdentifier,Orphaned,0.000000,9,ReplacementCost,,Ground Fault Receptacles,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,23.80.50.11.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.460000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unit A Panelboard,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 120 V/1-180 VA,,Receptacle,,,,,,,,,,1291.669250,1937.503875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77438,A202,ExpectedLife,,575406,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,,CodePerformance,310541,,,,77437,,77431,Reference,Duplex Receptacle,Size,"77452,77454,77456,77458,77460,77462,310668,311163,311164,311165,311166",1K7eM1Qof1dOc9$mY9I4CC,Color,33,M_Duplex Receptacle:Duplex Receptacle:Duplex Receptacle:575406,,InstallationDate,77438,WarrantyGuarantorLabor,,,,Features,TagNumber,,BarCode,,,,Constituents,,,SerialNumber,WarrantyStartDate,AssetIdentifier,Orphaned,0.000000,10,ReplacementCost,,Ground Fault Receptacles,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,23.80.50.11.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.460000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unit A Panelboard,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 120 V/1-180 VA,,Receptacle,,,,,,,,,,1291.669250,1937.503875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77473,A202,ExpectedLife,,575407,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,,CodePerformance,310541,,,,77472,,77466,Reference,Duplex Receptacle,Size,"77487,77489,77491,77493,77495,77497,310668,311163,311164,311165,311166",1K7eM1Qof1dOc9$mY9I4CD,Color,33,M_Duplex Receptacle:Duplex Receptacle:Duplex Receptacle:575407,,InstallationDate,77473,WarrantyGuarantorLabor,,,,Features,TagNumber,,BarCode,,,,Constituents,,,SerialNumber,WarrantyStartDate,AssetIdentifier,Orphaned,0.000000,11,ReplacementCost,,Ground Fault Receptacles,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,23.80.50.11.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.460000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unit A Panelboard,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 120 V/1-180 VA,,Receptacle,,,,,,,,,,1291.669250,1937.503875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77508,A202,ExpectedLife,,575409,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,,CodePerformance,310541,,,,77507,,77501,Reference,Duplex Receptacle,Size,"77522,77524,77526,77528,77530,77532,310668,311163,311164,311165,311166",1K7eM1Qof1dOc9$mY9I4CJ,Color,33,M_Duplex Receptacle:Duplex Receptacle:Duplex Receptacle:575409,,InstallationDate,77508,WarrantyGuarantorLabor,,,,Features,TagNumber,,BarCode,,,,Constituents,,,SerialNumber,WarrantyStartDate,AssetIdentifier,Orphaned,0.000000,12,ReplacementCost,,Ground Fault Receptacles,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,23.80.50.11.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.460000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unit A Panelboard,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 120 V/1-180 VA,,Receptacle,,,,,,,,,,1291.669250,1937.503875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300464,A202,ExpectedLife,,612214,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,,CodePerformance,310541,,,,300463,,300457,Reference,Telophone Outlet,Size,"300478,300480,300482,300484,311050,311212,311213,311214",1l2cgO2D5FS9t6u8i4Cvrw,Color,33,M_Telephone Outlet:Telophone Outlet:Telophone Outlet:612214,,InstallationDate,300464,WarrantyGuarantorLabor,,,,Features,TagNumber,,BarCode,,,,Constituents,,,SerialNumber,WarrantyStartDate,AssetIdentifier,Linked Revit Model : Duplex_A.rvt,0.000000,,ReplacementCost,,Telephone and Intercommunication Equipment,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,23.85.50.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Level 1,3.847944,0.460000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TTB1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77718,B201,ExpectedLife,,575426,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,,CodePerformance,310542,,,,77717,,77711,Reference,Duplex Receptacle,Size,"77732,77734,77736,77738,77740,77742,310668,311163,311164,311165,311166",1K7eM1Qof1dOc9$mY9I4DW,Color,33,M_Duplex Receptacle:Duplex Receptacle:Duplex Receptacle:575426,,InstallationDate,77718,WarrantyGuarantorLabor,,,,Features,TagNumber,,BarCode,,,,Constituents,,,SerialNumber,WarrantyStartDate,AssetIdentifier,Orphaned,0.000000,24,ReplacementCost,,Ground Fault Receptacles,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,23.80.50.11.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.460000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unit B Panelboard,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 120 V/1-180 VA,,Receptacle,,,,,,,,,,1291.669250,1937.503875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77753,B201,ExpectedLife,,575428,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,,CodePerformance,310542,,,,77752,,77746,Reference,Duplex Receptacle,Size,"77767,77769,77771,77773,77775,77777,310668,311163,311164,311165,311166",1K7eM1Qof1dOc9$mY9I4Dc,Color,33,M_Duplex Receptacle:Duplex Receptacle:Duplex Receptacle:575428,,InstallationDate,77753,WarrantyGuarantorLabor,,,,Features,TagNumber,,BarCode,,,,Constituents,,,SerialNumber,WarrantyStartDate,AssetIdentifier,Orphaned,0.000000,25,ReplacementCost,,Ground Fault Receptacles,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,23.80.50.11.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.460000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unit B Panelboard,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 120 V/1-180 VA,,Receptacle,,,,,,,,,,1291.669250,1937.503875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80620,B201,ExpectedLife,,575510,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,,CodePerformance,310542,,,,80619,,80613,Reference,Single Pole,Size,"80634,80636,80638,80640,80642,80644,310667,311158,311159,311160,311161,311162",1K7eM1Qof1dOc9$mY9I4oq,Color,33,M_Lighting Switches:Single Pole:Single Pole:575510,,InstallationDate,80620,WarrantyGuarantorLabor,,,,Features,TagNumber,,BarCode,,,,Constituents,,,SerialNumber,WarrantyStartDate,AssetIdentifier,Orphaned,0.000000,,ReplacementCost,,Switches,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,23.80.50.11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,1.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unit B Panelboard,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 120 V/1-0 VA,,Other,,,,,,,,,0.000000,1291.669250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
